State,Elec Distributor,Postcode,Suburb,RES Tariff,SME Tariff,Plan Type,Customer Type,Consumption Level,Retailer,Product Name,Product Description,Discount: Guaranteed Elec,Discount: Guaranteed Gas,Discount: Pay on Time Elec,Discount: Pay on Time Gas,Discount: Dual Fuel Elec,Discount: Dual Fuel Gas,AD:Rankings (Inc Discounts), Ranking 1,Ranking 2,Ranking 3,Date
VIC,Jemena,3073,RESERVOIR,,A200,Gas,SME,High,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees. You will also receive $100 in sign up credits for signing up your gas to AGL.",,,,,,,1,0%,-15.92%,,23/04/2020
VIC,Jemena,3073,RESERVOIR,,A200,Gas,SME,High,Momentum,"Momentum Gas","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,2,13.73%,0%,,23/04/2020
VIC,Jemena,3073,RESERVOIR,,A200,Dual,SME,Low,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,1,0%,-3.8%,-14.54%,23/04/2020
VIC,Jemena,3073,RESERVOIR,,A200,Dual,SME,Low,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees. You will also receive $200 in sign up credits for signing up your gas and electricity to AGL.",,,,,,,2,3.66%,0%,-10.35%,23/04/2020
VIC,Jemena,3073,RESERVOIR,,A200,Dual,SME,Low,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges for electricity and 5% discount on usage and supply charges for gas when you purchase the Power Saver and Gas Saver products.",,,7,5,,,3,12.7%,9.38%,0%,23/04/2020
VIC,Jemena,3073,RESERVOIR,,A200,Dual,SME,Medium,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,1,0%,-4.35%,-14.93%,23/04/2020
VIC,Jemena,3073,RESERVOIR,,A200,Dual,SME,Medium,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees. You will also receive $200 in sign up credits for signing up your gas and electricity to AGL.",,,,,,,2,4.17%,0%,-10.14%,23/04/2020
VIC,Jemena,3073,RESERVOIR,,A200,Dual,SME,Medium,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges for electricity and 5% discount on usage and supply charges for gas when you purchase the Power Saver and Gas Saver products.",,,7,5,,,3,12.99%,9.21%,0%,23/04/2020
VIC,Jemena,3073,RESERVOIR,,A200,Dual,SME,High,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,1,0%,-4.57%,-15.03%,23/04/2020
VIC,Jemena,3073,RESERVOIR,,A200,Dual,SME,High,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees. You will also receive $200 in sign up credits for signing up your gas and electricity to AGL.",,,,,,,2,4.37%,0%,-10%,23/04/2020
VIC,Jemena,3073,RESERVOIR,,A200,Dual,SME,High,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges for electricity and 5% discount on usage and supply charges for gas when you purchase the Power Saver and Gas Saver products.",,,7,5,,,3,13.07%,9.09%,0%,23/04/2020
VIC,Powercor,3226,Ocean Grove,,ND1,Elec,SME,Low,Alinta Energy,"BusinessDeal","Under Alinta Energy's Business Deal plan you will pay Alinta Energy's applicable small business market tariffs and charges. The tariffs may be varied any time. Alinta Energy  will give you notice of any price variations in accordance with applicable laws. ",,,,,,,1,0%,-5.08%,-5.31%,23/04/2020
VIC,Powercor,3226,Ocean Grove,,ND1,Elec,SME,Low,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,2,4.83%,0%,-0.22%,23/04/2020
VIC,Powercor,3226,Ocean Grove,,ND1,Elec,SME,Low,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees. You will also receive $100 in sign up credits for signing up your electricity to AGL.",,,,,,,3,5.04%,0.22%,0%,23/04/2020
VIC,Powercor,3226,Ocean Grove,,ND1,Elec,SME,Low,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges when you purchase the Power Saver product.",,,7,,,,4,18.23%,14.07%,13.89%,23/04/2020
VIC,Powercor,3226,Ocean Grove,,ND1,Elec,SME,Medium,Alinta Energy,"BusinessDeal","Under Alinta Energy's Business Deal plan you will pay Alinta Energy's applicable small business market tariffs and charges. The tariffs may be varied any time. Alinta Energy  will give you notice of any price variations in accordance with applicable laws. ",,,,,,,1,0%,-5.27%,-5.48%,23/04/2020
VIC,Powercor,3226,Ocean Grove,,ND1,Elec,SME,Medium,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,2,5%,0%,-0.2%,23/04/2020
VIC,Powercor,3226,Ocean Grove,,ND1,Elec,SME,Medium,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees. You will also receive $100 in sign up credits for signing up your electricity to AGL.",,,,,,,3,5.19%,0.2%,0%,23/04/2020
VIC,Powercor,3226,Ocean Grove,,ND1,Elec,SME,Medium,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges when you purchase the Power Saver product.",,,7,,,,4,17.94%,13.61%,13.44%,23/04/2020
VIC,Powercor,3226,Ocean Grove,,ND1,Elec,SME,High,Alinta Energy,"BusinessDeal","Under Alinta Energy's Business Deal plan you will pay Alinta Energy's applicable small business market tariffs and charges. The tariffs may be varied any time. Alinta Energy  will give you notice of any price variations in accordance with applicable laws. ",,,,,,,1,0%,-5.33%,-5.61%,23/04/2020
VIC,Powercor,3226,Ocean Grove,,ND1,Elec,SME,High,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,2,5.06%,0%,-0.26%,23/04/2020
VIC,Powercor,3226,Ocean Grove,,ND1,Elec,SME,High,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees. You will also receive $100 in sign up credits for signing up your electricity to AGL.",,,,,,,3,5.31%,0.26%,0%,23/04/2020
VIC,Powercor,3226,Ocean Grove,,ND1,Elec,SME,High,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges when you purchase the Power Saver product.",,,7,,,,4,17.78%,13.4%,13.17%,23/04/2020
VIC,Powercor,3226,Ocean Grove,,ND1,Gas,SME,Low,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees. You will also receive $100 in sign up credits for signing up your gas to AGL.",,,,,,,1,0%,-11.98%,,23/04/2020
VIC,Powercor,3226,Ocean Grove,,ND1,Gas,SME,Low,Momentum,"Momentum Gas","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,2,10.7%,0%,,23/04/2020
VIC,Powercor,3226,Ocean Grove,,ND1,Gas,SME,Medium,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees. You will also receive $100 in sign up credits for signing up your gas to AGL.",,,,,,,1,0%,-10.85%,,23/04/2020
VIC,Powercor,3226,Ocean Grove,,ND1,Gas,SME,Medium,Momentum,"Momentum Gas","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,2,9.79%,0%,,23/04/2020
VIC,Powercor,3226,Ocean Grove,,ND1,Gas,SME,High,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees. You will also receive $100 in sign up credits for signing up your gas to AGL.",,,,,,,1,0%,-9.88%,,23/04/2020
VIC,Powercor,3226,Ocean Grove,,ND1,Gas,SME,High,Momentum,"Momentum Gas","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,2,8.99%,0%,,23/04/2020
VIC,Powercor,3226,Ocean Grove,,ND1,Dual,SME,Low,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees. You will also receive $200 in sign up credits for signing up your gas and electricity to AGL.",,,,,,,1,0%,-1.27%,-14.61%,23/04/2020
VIC,Powercor,3226,Ocean Grove,,ND1,Dual,SME,Low,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,2,1.25%,0%,-13.18%,23/04/2020
VIC,Powercor,3226,Ocean Grove,,ND1,Dual,SME,Low,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges for electricity and 5% discount on usage and supply charges for gas when you purchase the Power Saver and Gas Saver products.",,,7,5,,,3,12.75%,11.64%,0%,23/04/2020
VIC,Powercor,3226,Ocean Grove,,ND1,Dual,SME,Medium,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees. You will also receive $200 in sign up credits for signing up your gas and electricity to AGL.",,,,,,,1,0%,-1.05%,-14.25%,23/04/2020
VIC,Powercor,3226,Ocean Grove,,ND1,Dual,SME,Medium,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,2,1.04%,0%,-13.06%,23/04/2020
VIC,Powercor,3226,Ocean Grove,,ND1,Dual,SME,Medium,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges for electricity and 5% discount on usage and supply charges for gas when you purchase the Power Saver and Gas Saver products.",,,7,5,,,3,12.48%,11.55%,0%,23/04/2020
VIC,Powercor,3226,Ocean Grove,,ND1,Dual,SME,High,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees. You will also receive $200 in sign up credits for signing up your gas and electricity to AGL.",,,,,,,1,0%,-0.84%,-13.99%,23/04/2020
VIC,Powercor,3226,Ocean Grove,,ND1,Dual,SME,High,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,2,0.83%,0%,-13.04%,23/04/2020
VIC,Powercor,3226,Ocean Grove,,ND1,Dual,SME,High,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges for electricity and 5% discount on usage and supply charges for gas when you purchase the Power Saver and Gas Saver products.",,,7,5,,,3,12.28%,11.54%,0%,23/04/2020
VIC,United Energy,3188,Hampton,,LVM1R,Elec,SME,Low,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,1,0%,-8.12%,-13.58%,23/04/2020
VIC,United Energy,3188,Hampton,,LVM1R,Elec,SME,Low,Alinta Energy,"BusinessDeal","Under Alinta Energy's Business Deal plan you will pay Alinta Energy's applicable small business market tariffs and charges. The tariffs may be varied any time. Alinta Energy  will give you notice of any price variations in accordance with applicable laws. ",,,,,,,2,7.51%,0%,-5.05%,23/04/2020
VIC,United Energy,3188,Hampton,,LVM1R,Elec,SME,Low,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees. You will also receive $100 in sign up credits for signing up your electricity to AGL.",,,,,,,3,11.96%,4.81%,0%,23/04/2020
VIC,United Energy,3188,Hampton,,LVM1R,Elec,SME,Low,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges when you purchase the Power Saver product.",,,7,,,,4,18.52%,11.91%,7.46%,23/04/2020
VIC,United Energy,3188,Hampton,,LVM1R,Elec,SME,Medium,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,1,0%,-8.3%,-13.98%,23/04/2020
VIC,United Energy,3188,Hampton,,LVM1R,Elec,SME,Medium,Alinta Energy,"BusinessDeal","Under Alinta Energy's Business Deal plan you will pay Alinta Energy's applicable small business market tariffs and charges. The tariffs may be varied any time. Alinta Energy  will give you notice of any price variations in accordance with applicable laws. ",,,,,,,2,7.66%,0%,-5.25%,23/04/2020
VIC,United Energy,3188,Hampton,,LVM1R,Elec,SME,Medium,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees. You will also receive $100 in sign up credits for signing up your electricity to AGL.",,,,,,,3,12.27%,4.99%,0%,23/04/2020
VIC,United Energy,3188,Hampton,,LVM1R,Elec,SME,Medium,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges when you purchase the Power Saver product.",,,7,,,,4,18.16%,11.36%,6.71%,23/04/2020
VIC,United Energy,3188,Hampton,,LVM1R,Elec,SME,High,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,1,0%,-8.35%,-14.11%,23/04/2020
VIC,United Energy,3188,Hampton,,LVM1R,Elec,SME,High,Alinta Energy,"BusinessDeal","Under Alinta Energy's Business Deal plan you will pay Alinta Energy's applicable small business market tariffs and charges. The tariffs may be varied any time. Alinta Energy  will give you notice of any price variations in accordance with applicable laws. ",,,,,,,2,7.71%,0%,-5.32%,23/04/2020
VIC,United Energy,3188,Hampton,,LVM1R,Elec,SME,High,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees. You will also receive $100 in sign up credits for signing up your electricity to AGL.",,,,,,,3,12.37%,5.05%,0%,23/04/2020
VIC,United Energy,3188,Hampton,,LVM1R,Elec,SME,High,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges when you purchase the Power Saver product.",,,7,,,,4,17.96%,11.11%,6.38%,23/04/2020
VIC,United Energy,3188,Hampton,,LVM1R,Gas,SME,Low,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees. You will also receive $100 in sign up credits for signing up your gas to AGL.",,,,,,,1,0%,-13.59%,,23/04/2020
VIC,United Energy,3188,Hampton,,LVM1R,Gas,SME,Low,Momentum,"Momentum Gas","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,2,11.97%,0%,,23/04/2020
VIC,United Energy,3188,Hampton,,LVM1R,Gas,SME,Medium,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees. You will also receive $100 in sign up credits for signing up your gas to AGL.",,,,,,,1,0%,-14.71%,,23/04/2020
VIC,United Energy,3188,Hampton,,LVM1R,Gas,SME,Medium,Momentum,"Momentum Gas","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,2,12.82%,0%,,23/04/2020
VIC,United Energy,3188,Hampton,,LVM1R,Gas,SME,High,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees. You will also receive $100 in sign up credits for signing up your gas to AGL.",,,,,,,1,0%,-14.79%,,23/04/2020
VIC,United Energy,3188,Hampton,,LVM1R,Gas,SME,High,Momentum,"Momentum Gas","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,2,12.89%,0%,,23/04/2020
VIC,United Energy,3188,Hampton,,LVM1R,Dual,SME,Low,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,1,0%,-9.82%,-17.5%,23/04/2020
VIC,United Energy,3188,Hampton,,LVM1R,Dual,SME,Low,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees. You will also receive $200 in sign up credits for signing up your gas and electricity to AGL.",,,,,,,2,8.94%,0%,-6.99%,23/04/2020
VIC,United Energy,3188,Hampton,,LVM1R,Dual,SME,Low,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges for electricity and 5% discount on usage and supply charges for gas when you purchase the Power Saver and Gas Saver products.",,,7,5,,,3,14.89%,6.53%,0%,23/04/2020
VIC,United Energy,3188,Hampton,,LVM1R,Dual,SME,Medium,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,1,0%,-10.35%,-17.74%,23/04/2020
VIC,United Energy,3188,Hampton,,LVM1R,Dual,SME,Medium,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees. You will also receive $200 in sign up credits for signing up your gas and electricity to AGL.",,,,,,,2,9.38%,0%,-6.7%,23/04/2020
VIC,United Energy,3188,Hampton,,LVM1R,Dual,SME,Medium,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges for electricity and 5% discount on usage and supply charges for gas when you purchase the Power Saver and Gas Saver products.",,,7,5,,,3,15.07%,6.28%,0%,23/04/2020
VIC,United Energy,3188,Hampton,,LVM1R,Dual,SME,High,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,1,0%,-10.63%,-17.91%,23/04/2020
VIC,United Energy,3188,Hampton,,LVM1R,Dual,SME,High,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees. You will also receive $200 in sign up credits for signing up your gas and electricity to AGL.",,,,,,,2,9.61%,0%,-6.58%,23/04/2020
VIC,United Energy,3188,Hampton,,LVM1R,Dual,SME,High,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges for electricity and 5% discount on usage and supply charges for gas when you purchase the Power Saver and Gas Saver products.",,,7,5,,,3,15.19%,6.17%,0%,23/04/2020
VIC,Aus Net,3690,WODONGA,,NEE40,Elec,SME,Low,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,1,0%,-9.8%,-12.71%,23/04/2020
VIC,Aus Net,3690,WODONGA,,NEE40,Elec,SME,Low,Alinta Energy,"BusinessDeal","Under Alinta Energy's Business Deal plan you will pay Alinta Energy's applicable small business market tariffs and charges. The tariffs may be varied any time. Alinta Energy  will give you notice of any price variations in accordance with applicable laws. ",,,,,,,2,8.92%,0%,-2.65%,23/04/2020
VIC,Aus Net,3690,WODONGA,,NEE40,Elec,SME,Low,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees. You will also receive $100 in sign up credits for signing up your electricity to AGL.",,,,,,,3,11.28%,2.58%,0%,23/04/2020
VIC,Aus Net,3690,WODONGA,,NEE40,Elec,SME,Low,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges when you purchase the Power Saver product.",,,7,,,,4,16.34%,8.15%,5.71%,23/04/2020
VIC,Aus Net,3690,WODONGA,,NEE40,Elec,SME,Medium,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,1,0%,-10.19%,-12.96%,23/04/2020
VIC,Aus Net,3690,WODONGA,,NEE40,Elec,SME,Medium,Alinta Energy,"BusinessDeal","Under Alinta Energy's Business Deal plan you will pay Alinta Energy's applicable small business market tariffs and charges. The tariffs may be varied any time. Alinta Energy  will give you notice of any price variations in accordance with applicable laws. ",,,,,,,2,9.25%,0%,-2.51%,23/04/2020
VIC,Aus Net,3690,WODONGA,,NEE40,Elec,SME,Medium,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees. You will also receive $100 in sign up credits for signing up your electricity to AGL.",,,,,,,3,11.47%,2.45%,0%,23/04/2020
VIC,Aus Net,3690,WODONGA,,NEE40,Elec,SME,Medium,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges when you purchase the Power Saver product.",,,7,,,,4,15.44%,6.82%,4.48%,23/04/2020
VIC,Aus Net,3690,WODONGA,,NEE40,Elec,SME,High,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,1,0%,-10.36%,-13.12%,23/04/2020
VIC,Aus Net,3690,WODONGA,,NEE40,Elec,SME,High,Alinta Energy,"BusinessDeal","Under Alinta Energy's Business Deal plan you will pay Alinta Energy's applicable small business market tariffs and charges. The tariffs may be varied any time. Alinta Energy  will give you notice of any price variations in accordance with applicable laws. ",,,,,,,2,9.39%,0%,-2.5%,23/04/2020
VIC,Aus Net,3690,WODONGA,,NEE40,Elec,SME,High,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees. You will also receive $100 in sign up credits for signing up your electricity to AGL.",,,,,,,3,11.6%,2.44%,0%,23/04/2020
VIC,Aus Net,3690,WODONGA,,NEE40,Elec,SME,High,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges when you purchase the Power Saver product.",,,7,,,,4,14.99%,6.18%,3.84%,23/04/2020
VIC,Aus Net,3690,WODONGA,,NEE40,Gas,SME,Low,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees. You will also receive $100 in sign up credits for signing up your gas to AGL.",,,,,,,1,0%,-9.39%,,23/04/2020
VIC,Aus Net,3690,WODONGA,,NEE40,Gas,SME,Low,Momentum,"Momentum Gas","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,2,8.58%,0%,,23/04/2020
VIC,Aus Net,3690,WODONGA,,NEE40,Gas,SME,Medium,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees. You will also receive $100 in sign up credits for signing up your gas to AGL.",,,,,,,1,0%,-10.56%,,23/04/2020
VIC,Aus Net,3690,WODONGA,,NEE40,Gas,SME,Medium,Momentum,"Momentum Gas","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,2,9.55%,0%,,23/04/2020
VIC,Aus Net,3690,WODONGA,,NEE40,Gas,SME,High,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees. You will also receive $100 in sign up credits for signing up your gas to AGL.",,,,,,,1,0%,-11.3%,,23/04/2020
VIC,Aus Net,3690,WODONGA,,NEE40,Gas,SME,High,Momentum,"Momentum Gas","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,2,10.15%,0%,,23/04/2020
VIC,Aus Net,3690,WODONGA,,NEE40,Dual,SME,Low,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,1,0%,-10.12%,-16.01%,23/04/2020
VIC,Aus Net,3690,WODONGA,,NEE40,Dual,SME,Low,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees. You will also receive $200 in sign up credits for signing up your gas and electricity to AGL.",,,,,,,2,9.19%,0%,-5.35%,23/04/2020
VIC,Aus Net,3690,WODONGA,,NEE40,Dual,SME,Low,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges for electricity and 5% discount on usage and supply charges for gas when you purchase the Power Saver and Gas Saver products.",,,7,5,,,3,13.8%,5.08%,0%,23/04/2020
VIC,Aus Net,3690,WODONGA,,NEE40,Dual,SME,Medium,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,1,0%,-10.44%,-15.36%,23/04/2020
VIC,Aus Net,3690,WODONGA,,NEE40,Dual,SME,Medium,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees. You will also receive $200 in sign up credits for signing up your gas and electricity to AGL.",,,,,,,2,9.45%,0%,-4.45%,23/04/2020
VIC,Aus Net,3690,WODONGA,,NEE40,Dual,SME,Medium,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges for electricity and 5% discount on usage and supply charges for gas when you purchase the Power Saver and Gas Saver products.",,,7,5,,,3,13.31%,4.26%,0%,23/04/2020
VIC,Aus Net,3690,WODONGA,,NEE40,Dual,SME,High,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,1,0%,-10.64%,-15.05%,23/04/2020
VIC,Aus Net,3690,WODONGA,,NEE40,Dual,SME,High,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees. You will also receive $200 in sign up credits for signing up your gas and electricity to AGL.",,,,,,,2,9.62%,0%,-3.99%,23/04/2020
VIC,Aus Net,3690,WODONGA,,NEE40,Dual,SME,High,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges for electricity and 5% discount on usage and supply charges for gas when you purchase the Power Saver and Gas Saver products.",,,7,5,,,3,13.08%,3.84%,0%,23/04/2020
NSW,Endeavour,2777,Hawkesbury heights,,N90,Elec,SME,Low,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 24 months and no exit fees.",,,,,,,1,0%,-1.74%,-1.89%,23/04/2020
NSW,Endeavour,2777,Hawkesbury heights,,N90,Elec,SME,Low,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,2,1.71%,0%,-0.16%,23/04/2020
NSW,Endeavour,2777,Hawkesbury heights,,N90,Elec,SME,Low,Alinta Energy,"BusinessDeal","Under Alinta Energy's Business Deal plan you will pay Alinta Energy's applicable small business market tariffs and charges. The tariffs may be varied any time. Alinta Energy will give you notice of any price variations in accordance with applicable laws. ",,,,,,,3,1.86%,0.15%,0%,23/04/2020
NSW,Endeavour,2777,Hawkesbury heights,,N90,Elec,SME,Low,Origin Energy,"Origin Business Flexi","Origin Business Flexi gives you 12% discount off Origin’s electricity usage and and supply charges. This is a 12 month benefit period. ",12,,,,,,4,6.83%,5.22%,5.07%,23/04/2020
NSW,Endeavour,2777,Hawkesbury heights,,N90,Elec,SME,Low,Powershop,"Power Saver","Powershop can offer you a 12% discount on usage and supply charges when you purchase the Power Saver product.",,,12,,,,5,6.83%,5.22%,5.07%,23/04/2020
NSW,Endeavour,2777,Hawkesbury heights,,N90,Elec,SME,Medium,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 24 months and no exit fees.",,,,,,,1,0%,-1.18%,-1.45%,23/04/2020
NSW,Endeavour,2777,Hawkesbury heights,,N90,Elec,SME,Medium,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,2,1.17%,0%,-0.27%,23/04/2020
NSW,Endeavour,2777,Hawkesbury heights,,N90,Elec,SME,Medium,Alinta Energy,"BusinessDeal","Under Alinta Energy's Business Deal plan you will pay Alinta Energy's applicable small business market tariffs and charges. The tariffs may be varied any time. Alinta Energy will give you notice of any price variations in accordance with applicable laws. ",,,,,,,3,1.43%,0.26%,0%,23/04/2020
NSW,Endeavour,2777,Hawkesbury heights,,N90,Elec,SME,Medium,Powershop,"Power Saver","Powershop can offer you a 12% discount on usage and supply charges when you purchase the Power Saver product.",,,12,,,,4,6.25%,5.14%,4.89%,23/04/2020
NSW,Endeavour,2777,Hawkesbury heights,,N90,Elec,SME,Medium,Origin Energy,"Origin Business Flexi","Origin Business Flexi gives you 12% discount off Origin’s electricity usage and and supply charges. This is a 12 month benefit period. ",12,,,,,,5,7%,5.9%,5.65%,23/04/2020
